State (India Ev Ice Adoption Large.Csv),Charging Stations (India Ev Ice Adoption Large.Csv),Ev Vehicle Registrations (India Ev Ice Adoption Large.Csv)
Delhi,487,10732
Delhi,183,12373
Delhi,111,9611
Delhi,310,5667
Delhi,279,8775
Delhi,346,3855
Delhi,14,10821
Delhi,488,3595
Delhi,382,27103
Delhi,452,23909
Delhi,895,17856
Delhi,564,4124
Delhi,859,8021
Delhi,738,221
Gujarat,381,19460
Gujarat,517,18261
Gujarat,334,4555
Gujarat,512,19321
Gujarat,337,21694
Gujarat,727,8027
Gujarat,445,24320
Gujarat,498,15659
Gujarat,538,28937
Gujarat,879,7114
Gujarat,781,12673
Gujarat,224,7046
Gujarat,441,233
Gujarat,259,16126
Gujarat,1109,17096
Gujarat,555,28832
Gujarat,830,1386
Gujarat,612,8813
Gujarat,1016,5469
Gujarat,1171,29526
Gujarat,1434,18779
Gujarat,903,5930
Gujarat,382,17901
Gujarat,549,4663
Gujarat,633,1874
Gujarat,104,1224
Gujarat,605,0
Gujarat,885,214
Gujarat,494,36852
Gujarat,949,2329
Gujarat,375,10218
Gujarat,764,2351
Gujarat,1172,21597
Gujarat,376,3484
Gujarat,577,0
Gujarat,186,12453
Gujarat,510,7323
Gujarat,908,7813
Gujarat,497,4154
Gujarat,630,8820
Gujarat,405,12094
Gujarat,700,18211
Gujarat,211,4189
Gujarat,726,11711
Haryana,1178,4403
Haryana,411,3644
Haryana,590,877
Haryana,171,17068
Haryana,328,13765
Haryana,330,12766
Haryana,558,9852
Haryana,306,13981
Haryana,662,33582
Haryana,307,11913
Haryana,571,9675
Haryana,314,17843
Haryana,461,3634
Haryana,1211,14593
Haryana,335,10721
Haryana,456,0
Haryana,243,3599
Haryana,701,20359
Haryana,398,9666
Haryana,185,4592
Haryana,454,24802
Haryana,324,25100
Haryana,382,12011
Haryana,384,5410
Haryana,122,0
Haryana,19,6519
Haryana,136,2047
Haryana,188,5541
Haryana,591,1573
Haryana,140,6723
Haryana,863,46551
Haryana,414,10952
Haryana,676,18181
Haryana,695,0
Haryana,711,2434
Haryana,60,12491
Haryana,934,9955
Haryana,977,6016
Haryana,842,18778
Haryana,401,21979
Haryana,807,7757
Haryana,411,11329
Haryana,524,4853
Haryana,314,30892
Haryana,779,16169
Haryana,771,2335
Haryana,237,34832
Haryana,736,923
Jharkhand,369,21713
Jharkhand,959,23595
Jharkhand,623,1456
Jharkhand,578,10575
Jharkhand,332,7988
Jharkhand,556,5581
Jharkhand,261,2637
Jharkhand,867,13925
Jharkhand,309,4655
Jharkhand,639,31518
Jharkhand,862,6896
Jharkhand,276,10229
Jharkhand,348,9006
Jharkhand,62,5928
Jharkhand,317,42761
Jharkhand,272,8607
Jharkhand,387,11945
Jharkhand,892,1461
Jharkhand,615,27688
Jharkhand,431,18267
Jharkhand,171,20485
Jharkhand,203,2324
Jharkhand,53,7882
Jharkhand,716,11578
Jharkhand,446,12737
Jharkhand,399,20149
Jharkhand,211,11218
Jharkhand,233,6806
Jharkhand,193,12350
Jharkhand,584,5427
Jharkhand,448,9938
Jharkhand,406,9866
Jharkhand,117,2136
Jharkhand,493,0
Jharkhand,464,19961
Jharkhand,178,11579
Jharkhand,485,10733
Jharkhand,730,4801
Jharkhand,461,18035
Jharkhand,229,4605
Jharkhand,421,5623
Jharkhand,557,1634
Jharkhand,653,23387
Jharkhand,1187,10707
Jharkhand,516,18931
Jharkhand,792,10273
Jharkhand,246,9820
Jharkhand,356,18493
Jharkhand,525,5609
Jharkhand,762,1756
Jharkhand,834,17859
Jharkhand,409,18759
Karnataka,700,28317
Karnataka,306,30615
Karnataka,1220,17876
Karnataka,188,1126
Karnataka,817,4008
Karnataka,439,3305
Karnataka,169,12834
Karnataka,481,1373
Karnataka,421,17483
Karnataka,1160,4135
Karnataka,797,8886
Karnataka,640,8943
Karnataka,1032,31807
Karnataka,575,13383
Karnataka,486,16898
Karnataka,839,3326
Karnataka,919,21694
Karnataka,115,23343
Karnataka,448,12332
Karnataka,250,11968
Karnataka,575,0
Karnataka,637,13801
Karnataka,984,9333
Karnataka,951,6985
Karnataka,1009,2858
Karnataka,769,4770
Karnataka,480,9616
Karnataka,945,4900
Karnataka,315,23568
Karnataka,482,3511
Karnataka,558,12478
Karnataka,627,520
Karnataka,390,22438
Karnataka,300,12774
Karnataka,683,0
Karnataka,1275,5052
Karnataka,384,5803
Karnataka,207,5884
Karnataka,1253,0
Karnataka,473,34771
Karnataka,600,1996
Karnataka,416,4855
Kerala,269,5934
Kerala,498,13769
Kerala,78,5775
Kerala,437,22444
Kerala,489,12380
Kerala,414,19904
Kerala,134,6396
Kerala,482,4992
Kerala,968,3251
Kerala,248,13546
Kerala,629,16350
Kerala,733,2508
Kerala,93,15475
Kerala,426,12829
Kerala,768,10840
Kerala,608,4881
Kerala,699,22752
Kerala,437,6896
Kerala,366,12015
Kerala,186,14628
Kerala,215,5652
Kerala,262,10226
Kerala,287,10247
Kerala,869,36307
Kerala,628,20576
Kerala,460,18489
Kerala,336,4658
Kerala,657,12078
Kerala,573,27368
Kerala,42,12763
Kerala,468,26889
Kerala,345,5427
Kerala,406,12927
Kerala,29,7698
Kerala,670,0
Kerala,695,2999
Kerala,225,14004
Kerala,542,39881
Kerala,685,10485
Kerala,597,3735
Kerala,109,18716
Kerala,986,6088
Kerala,310,8240
Kerala,343,6419
Kerala,449,11026
Kerala,783,12291
Kerala,1208,7508
Kerala,48,20911
Kerala,58,16181
Kerala,148,20949
Kerala,590,0
Kerala,411,3597
Kerala,154,0
Kerala,605,12206
Kerala,128,16416
Kerala,400,10635
Madhya Pradesh,119,21255
Madhya Pradesh,478,13320
Madhya Pradesh,683,9571
Madhya Pradesh,1159,12944
Madhya Pradesh,925,17095
Madhya Pradesh,587,4472
Madhya Pradesh,729,15184
Madhya Pradesh,329,21954
Madhya Pradesh,678,23304
Madhya Pradesh,811,0
Madhya Pradesh,762,8666
Madhya Pradesh,392,11379
Madhya Pradesh,843,21513
Madhya Pradesh,777,89
Madhya Pradesh,145,14549
Madhya Pradesh,719,17313
Madhya Pradesh,403,4264
Madhya Pradesh,138,16073
Madhya Pradesh,436,6685
Madhya Pradesh,473,8593
Madhya Pradesh,335,26062
Madhya Pradesh,509,9786
Madhya Pradesh,230,15173
Madhya Pradesh,299,4366
Madhya Pradesh,611,28812
Madhya Pradesh,310,9940
Madhya Pradesh,372,11752
Madhya Pradesh,166,19138
Madhya Pradesh,191,16501
Madhya Pradesh,148,3568
Madhya Pradesh,691,3025
Madhya Pradesh,854,15889
Madhya Pradesh,597,4251
Madhya Pradesh,87,11309
Madhya Pradesh,533,7671
Madhya Pradesh,171,10671
Madhya Pradesh,23,1524
Madhya Pradesh,349,0
Madhya Pradesh,534,0
Madhya Pradesh,150,781
Madhya Pradesh,537,17515
Madhya Pradesh,544,19723
Madhya Pradesh,989,7055
Madhya Pradesh,278,5434
Madhya Pradesh,954,4191
Madhya Pradesh,241,10994
Maharashtra,266,13691
Maharashtra,917,12296
Maharashtra,1024,25702
Maharashtra,296,11700
Maharashtra,593,22263
Maharashtra,639,13045
Maharashtra,666,21963
Maharashtra,161,19969
Maharashtra,105,11392
Maharashtra,495,10794
Maharashtra,572,15574
Maharashtra,800,5998
Maharashtra,517,24291
Maharashtra,610,16241
Maharashtra,10,620
Maharashtra,24,3030
Maharashtra,180,16808
Maharashtra,489,13408
Maharashtra,57,8685
Maharashtra,316,11011
Maharashtra,823,27326
Maharashtra,280,5691
Maharashtra,460,21121
Maharashtra,486,19939
Maharashtra,1114,2810
Maharashtra,64,3994
Maharashtra,888,13078
Maharashtra,246,6038
Maharashtra,734,12577
Maharashtra,354,11845
Maharashtra,788,1682
Maharashtra,1125,0
Maharashtra,482,8488
Maharashtra,539,2360
Maharashtra,763,2876
Maharashtra,490,11135
Maharashtra,773,14959
Maharashtra,146,11454
Maharashtra,858,0
Maharashtra,618,0
Maharashtra,855,9215
Maharashtra,613,31169
Maharashtra,973,13710
Maharashtra,422,15826
Maharashtra,1128,2237
Maharashtra,485,25503
Maharashtra,190,26346
Maharashtra,569,23346
Maharashtra,189,11245
Maharashtra,62,6350
Maharashtra,565,3486
Maharashtra,379,10212
Maharashtra,702,17497
Maharashtra,649,3998
Maharashtra,481,7471
Maharashtra,308,31833
Maharashtra,467,15253
Maharashtra,563,22359
Maharashtra,1113,8591
Maharashtra,242,6995
Maharashtra,451,14832
Maharashtra,751,13476
Odisha,382,11315
Odisha,681,7811
Odisha,287,18490
Odisha,310,25406
Odisha,323,12738
Odisha,124,7032
Odisha,581,6179
Odisha,394,12776
Odisha,284,7445
Odisha,424,29018
Odisha,545,5314
Odisha,61,14257
Odisha,383,17783
Odisha,329,11934
Odisha,22,7152
Odisha,196,16862
Odisha,879,23508
Odisha,202,8279
Odisha,282,36287
Odisha,463,34751
Odisha,91,20332
Odisha,748,6101
Odisha,1057,3214
Odisha,1064,8403
Odisha,245,16871
Odisha,770,14826
Odisha,772,3074
Odisha,287,15279
Odisha,402,17952
Odisha,489,18872
Odisha,1077,0
Odisha,249,10879
Odisha,723,10314
Odisha,366,12267
Odisha,414,0
Odisha,380,9371
Odisha,192,4106
Odisha,834,39259
Odisha,711,19501
Odisha,643,13428
Odisha,1254,52049
Odisha,405,0
Odisha,231,20006
Odisha,358,9365
Odisha,1199,7247
Odisha,531,20773
Odisha,269,1461
Odisha,10,3546
Odisha,527,867
Punjab,1027,4568
Punjab,170,7604
Punjab,388,15741
Punjab,615,11526
Punjab,225,25370
Punjab,252,7291
Punjab,100,17648
Punjab,213,1441
Punjab,121,8672
Punjab,323,3783
Punjab,753,16486
Punjab,976,7626
Punjab,91,0
Punjab,732,0
Punjab,668,1275
Punjab,423,17669
Punjab,558,17146
Punjab,304,3379
Punjab,218,17009
Punjab,503,734
Punjab,253,8274
Punjab,524,2953
Punjab,544,36843
Punjab,510,13570
Punjab,163,10472
Punjab,230,15252
Punjab,750,3499
Punjab,425,7557
Punjab,164,11527
Punjab,378,6518
Punjab,117,22821
Punjab,554,0
Punjab,668,10092
Punjab,342,19506
Punjab,429,23573
Punjab,184,799
Punjab,405,1763
Punjab,723,3295
Punjab,345,19436
Punjab,53,14295
Punjab,119,22607
Punjab,537,8599
Punjab,593,15094
Punjab,175,14161
Punjab,896,18831
Punjab,957,19630
Punjab,174,1104
Punjab,478,22000
Punjab,276,17333
Punjab,970,616
Punjab,570,15069
Punjab,520,3261
Punjab,146,4975
Punjab,527,12612
Punjab,352,1709
Punjab,307,9978
Punjab,615,5160
Punjab,991,6440
Punjab,889,7868
Punjab,957,25058
Rajasthan,478,14056
Rajasthan,700,9936
Rajasthan,436,12630
Rajasthan,555,9078
Rajasthan,936,18838
Rajasthan,335,16335
Rajasthan,782,8307
Rajasthan,729,35518
Rajasthan,618,0
Rajasthan,642,2971
Rajasthan,625,8975
Rajasthan,262,3337
Rajasthan,811,14838
Rajasthan,511,15357
Rajasthan,588,6409
Rajasthan,871,0
Rajasthan,506,24329
Rajasthan,577,1623
Rajasthan,472,4400
Rajasthan,579,22036
Rajasthan,724,20735
Rajasthan,823,8827
Rajasthan,287,7253
Rajasthan,689,7838
Rajasthan,435,7266
Rajasthan,836,15763
Rajasthan,710,0
Rajasthan,340,7520
Rajasthan,438,23969
Rajasthan,139,6284
Rajasthan,423,31470
Rajasthan,465,992
Rajasthan,241,11512
Rajasthan,702,21046
Rajasthan,785,3841
Rajasthan,491,11040
Rajasthan,486,0
Rajasthan,563,1471
Rajasthan,843,20775
Rajasthan,264,10616
Rajasthan,594,10573
Rajasthan,533,4544
Rajasthan,648,10252
Rajasthan,182,2147
Rajasthan,762,12752
Rajasthan,548,20287
Rajasthan,800,0
Rajasthan,390,5153
Tamil Nadu,237,6297
Tamil Nadu,95,18803
Tamil Nadu,361,30847
Tamil Nadu,449,15887
Tamil Nadu,598,6009
Tamil Nadu,413,18180
Tamil Nadu,170,20013
Tamil Nadu,572,22980
Tamil Nadu,1041,11288
Tamil Nadu,182,0
Tamil Nadu,184,4722
Tamil Nadu,932,23605
Tamil Nadu,27,0
Tamil Nadu,364,8561
Tamil Nadu,253,25498
Tamil Nadu,236,14146
Tamil Nadu,478,9739
Tamil Nadu,444,2934
Tamil Nadu,718,4803
Tamil Nadu,269,9003
Tamil Nadu,556,0
Tamil Nadu,721,2288
Tamil Nadu,422,12745
Tamil Nadu,10,16944
Tamil Nadu,113,0
Tamil Nadu,979,21758
Tamil Nadu,295,13129
Tamil Nadu,294,13692
Tamil Nadu,706,11132
Tamil Nadu,235,31883
Tamil Nadu,192,17230
Tamil Nadu,923,6328
Tamil Nadu,174,10590
Tamil Nadu,683,37124
Tamil Nadu,910,8744
Tamil Nadu,807,0
Tamil Nadu,118,19081
Tamil Nadu,160,20060
Tamil Nadu,520,23884
Tamil Nadu,723,8807
Tamil Nadu,338,8973
Tamil Nadu,925,37053
Tamil Nadu,650,7470
Tamil Nadu,768,24581
Tamil Nadu,859,9767
Tamil Nadu,101,10286
Tamil Nadu,650,6257
Tamil Nadu,898,11248
Tamil Nadu,417,17800
Tamil Nadu,930,0
Telangana,441,24907
Telangana,186,38489
Telangana,642,28703
Telangana,173,13123
Telangana,131,0
Telangana,180,20635
Telangana,180,13349
Telangana,441,18414
Telangana,706,14242
Telangana,38,13208
Telangana,1352,26341
Telangana,1124,10428
Telangana,866,5781
Telangana,1050,3877
Telangana,488,3971
Telangana,543,7307
Telangana,1056,10305
Telangana,922,4943
Telangana,407,34089
Telangana,711,16190
Telangana,760,9899
Telangana,441,14420
Telangana,772,16476
Telangana,696,18428
Telangana,605,16054
Telangana,184,5976
Telangana,443,282
Telangana,388,4574
Telangana,395,19816
Telangana,59,12549
Telangana,312,26711
Telangana,871,0
Telangana,193,15521
Telangana,255,13611
Telangana,411,10727
Telangana,396,7024
Telangana,130,25933
Telangana,606,8494
Telangana,1158,35388
Telangana,131,1388
Telangana,665,24057
Telangana,471,10448
Telangana,301,21563
Telangana,437,19006
Telangana,530,14403
Telangana,756,7732
Telangana,647,0
Chhattisgarh,543,0
Chhattisgarh,259,9117
Chhattisgarh,617,13269
Chhattisgarh,778,19468
Chhattisgarh,859,28552
Chhattisgarh,745,9523
Chhattisgarh,740,6092
Chhattisgarh,469,7586
Chhattisgarh,97,4540
Chhattisgarh,464,13138
Chhattisgarh,124,1365
Chhattisgarh,347,13950
Chhattisgarh,459,3580
Chhattisgarh,1365,27332
Chhattisgarh,513,29988
Chhattisgarh,1200,27836
Chhattisgarh,868,0
Chhattisgarh,486,2608
Chhattisgarh,613,9360
Chhattisgarh,892,15927
Chhattisgarh,176,23757
Chhattisgarh,534,23273
Chhattisgarh,452,11687
Chhattisgarh,507,15446
Chhattisgarh,29,38734
Chhattisgarh,34,6293
Chhattisgarh,195,7477
Chhattisgarh,328,9791
Chhattisgarh,659,9137
Chhattisgarh,732,4546
Chhattisgarh,913,8117
Chhattisgarh,506,9084
Chhattisgarh,1376,880
Chhattisgarh,215,27944
Chhattisgarh,763,14405
Delhi,455,11085
Delhi,437,3610
Delhi,480,16069
Delhi,1047,847
Delhi,623,32392
Delhi,375,13731
Delhi,837,501
Delhi,374,8066
Delhi,201,28022
Delhi,118,27999
Delhi,321,14859
Delhi,425,0
Delhi,630,15671
Delhi,308,21029
Delhi,681,469
Delhi,723,4335
Delhi,97,6799
Delhi,817,23282
Delhi,703,4567
Delhi,204,6045
Delhi,304,21166
Delhi,275,8655
Delhi,408,17203
Delhi,300,16052
Delhi,774,11615
Delhi,431,5877
Delhi,492,5480
Delhi,803,4600
Delhi,732,26582
Delhi,37,36584
Delhi,667,0
Delhi,565,18163
Delhi,404,6942
Delhi,138,17822
Delhi,782,0
Delhi,848,16882
Delhi,703,15619
Delhi,785,9001
Delhi,466,19729
Delhi,570,31874
Delhi,871,13076
Delhi,252,21834
Delhi,97,31702
Delhi,311,2127
Delhi,778,5319
Delhi,890,18682
Delhi,503,19333
Delhi,758,15597
Delhi,718,3258
Delhi,335,5133
Delhi,439,0
Delhi,422,12671
Delhi,437,16863
Delhi,519,4621
Delhi,454,11908
Delhi,771,7041
Delhi,546,13043
Delhi,273,22431
Delhi,200,16012
Delhi,445,16222
Gujarat,575,0
Gujarat,1212,5010
Gujarat,503,13243
Gujarat,315,3390
Gujarat,487,1385
Gujarat,423,12810
Gujarat,495,18985
Gujarat,660,788
Gujarat,465,8874
Gujarat,93,11753
Gujarat,621,13712
Gujarat,720,9925
Gujarat,475,11386
Gujarat,407,1652
Gujarat,40,24096
Gujarat,557,6335
Gujarat,974,10711
Gujarat,293,11643
Gujarat,123,0
Gujarat,907,7339
Gujarat,1215,2747
Gujarat,523,3947
Gujarat,394,10276
Gujarat,743,9745
Gujarat,1034,14814
Gujarat,1018,12864
Gujarat,11,2728
Gujarat,547,20221
Gujarat,527,3169
Gujarat,878,32739
Gujarat,93,0
Gujarat,288,43033
Gujarat,363,11996
Gujarat,745,14548
Gujarat,417,28771
Gujarat,244,14235
Gujarat,861,13629
Gujarat,579,0
Gujarat,631,2782
Gujarat,261,11138
Gujarat,890,533
Gujarat,172,874
Gujarat,218,27614
Gujarat,374,8529
Gujarat,454,0
Gujarat,461,20564
Gujarat,219,2045
Gujarat,515,5866
Gujarat,292,31091
Gujarat,674,7933
Haryana,847,1172
Haryana,407,10941
Haryana,154,20777
Haryana,17,7611
Haryana,652,4542
Haryana,580,6188
Haryana,695,16447
Haryana,769,6843
Haryana,410,5633
Haryana,505,3936
Haryana,954,10273
Haryana,300,2263
Haryana,751,0
Haryana,326,10153
Haryana,520,8017
Haryana,691,6818
Haryana,930,14717
Haryana,435,14046
Haryana,591,11370
Haryana,218,14284
Haryana,388,10888
Haryana,296,13421
Haryana,367,0
Haryana,575,38584
Haryana,437,15895
Haryana,804,5578
Haryana,60,187
Haryana,292,13634
Haryana,668,16747
Haryana,819,17244
Haryana,845,7713
Haryana,414,9824
Haryana,539,11657
Haryana,957,26881
Haryana,766,17772
Haryana,574,15417
Haryana,681,1966
Haryana,116,5294
Haryana,640,21167
Haryana,398,17335
Haryana,511,9332
Haryana,149,17312
Haryana,179,7918
Haryana,359,6920
Haryana,575,7968
Haryana,636,10110
Jharkhand,471,6625
Jharkhand,153,32542
Jharkhand,199,16980
Jharkhand,640,16354
Jharkhand,481,12690
Jharkhand,99,0
Jharkhand,762,11426
Jharkhand,497,4709
Jharkhand,434,15952
Jharkhand,125,27841
Jharkhand,248,7660
Jharkhand,64,29773
Jharkhand,112,11267
Jharkhand,861,19382
Jharkhand,391,18375
Jharkhand,489,13854
Jharkhand,746,0
Jharkhand,729,11417
Jharkhand,724,13735
Jharkhand,528,17011
Jharkhand,112,43191
Jharkhand,810,13148
Jharkhand,605,9824
Jharkhand,310,7131
Jharkhand,606,8514
Jharkhand,1124,9410
Jharkhand,529,32401
Jharkhand,262,8221
Jharkhand,445,12974
Jharkhand,758,28300
Jharkhand,316,12141
Jharkhand,337,13446
Jharkhand,318,27755
Jharkhand,583,14862
Jharkhand,671,14404
Jharkhand,277,5577
Jharkhand,144,9302
Jharkhand,60,16336
Karnataka,556,0
Karnataka,421,7471
Karnataka,801,8358
Karnataka,364,21022
Karnataka,964,14264
Karnataka,276,45430
Karnataka,420,15602
Karnataka,578,239
Karnataka,396,22424
Karnataka,227,9750
Karnataka,415,13595
Karnataka,525,8740
Karnataka,546,17243
Karnataka,851,8324
Karnataka,192,7750
Karnataka,490,8987
Karnataka,443,17041
Karnataka,618,2168
Karnataka,805,6989
Karnataka,597,16443
Karnataka,491,5710
Karnataka,22,9488
Karnataka,426,0
Karnataka,564,0
Karnataka,14,10016
Karnataka,732,19032
Karnataka,46,10935
Karnataka,699,14815
Karnataka,559,0
Karnataka,845,6061
Karnataka,851,4647
Karnataka,881,22177
Kerala,27,12576
Kerala,266,6368
Kerala,85,25193
Kerala,760,0
Kerala,1094,23792
Kerala,459,12152
Kerala,488,7461
Kerala,224,7036
Kerala,411,15161
Kerala,376,19726
Kerala,447,10472
Kerala,840,6330
Kerala,855,21546
Kerala,467,1967
Kerala,290,10993
Kerala,507,8682
Kerala,21,11609
Kerala,1252,15394
Kerala,360,14370
Kerala,809,32141
Kerala,81,29818
Kerala,709,26025
Kerala,10,5916
Kerala,854,26589
Kerala,334,14124
Kerala,289,20803
Kerala,568,5441
Kerala,290,2645
Kerala,288,3603
Kerala,72,14332
Kerala,490,19123
Kerala,556,9207
Kerala,180,4107
Kerala,573,0
Madhya Pradesh,81,5448
Madhya Pradesh,241,26627
Madhya Pradesh,548,9394
Madhya Pradesh,694,13379
Madhya Pradesh,584,2264
Madhya Pradesh,564,20091
Madhya Pradesh,487,7963
Madhya Pradesh,239,26987
Madhya Pradesh,1468,9942
Madhya Pradesh,567,4510
Madhya Pradesh,110,115
Madhya Pradesh,231,6588
Madhya Pradesh,270,5335
Madhya Pradesh,560,3487
Madhya Pradesh,117,12296
Madhya Pradesh,522,18224
Madhya Pradesh,74,6928
Madhya Pradesh,488,13411
Madhya Pradesh,858,6384
Madhya Pradesh,750,19831
Madhya Pradesh,351,11636
Madhya Pradesh,601,56124
Madhya Pradesh,353,7487
Madhya Pradesh,894,9438
Madhya Pradesh,206,13017
Madhya Pradesh,704,15814
Madhya Pradesh,127,7235
Madhya Pradesh,375,7993
Madhya Pradesh,818,1251
Madhya Pradesh,232,21939
Madhya Pradesh,503,19121
Madhya Pradesh,655,27235
Madhya Pradesh,391,4044
Madhya Pradesh,540,7702
Madhya Pradesh,954,25931
Madhya Pradesh,253,12894
Madhya Pradesh,327,0
Madhya Pradesh,144,1598
Madhya Pradesh,336,17771
Madhya Pradesh,657,12677
Madhya Pradesh,654,22246
Madhya Pradesh,291,17619
Madhya Pradesh,935,4287
Madhya Pradesh,946,0
Madhya Pradesh,32,6741
Madhya Pradesh,159,10038
Madhya Pradesh,324,13275
Madhya Pradesh,443,11352
Maharashtra,769,41029
Maharashtra,687,21113
Maharashtra,384,7894
Maharashtra,807,20008
Maharashtra,521,11242
Maharashtra,167,772
Maharashtra,416,6558
Maharashtra,975,42847
Maharashtra,132,22541
Maharashtra,798,5467
Maharashtra,215,9882
Maharashtra,700,5857
Maharashtra,424,0
Maharashtra,23,19019
Maharashtra,498,41391
Maharashtra,519,1977
Maharashtra,183,9208
Maharashtra,195,19709
Maharashtra,333,7913
Maharashtra,518,15930
Maharashtra,744,9348
Maharashtra,821,17465
Maharashtra,696,20267
Maharashtra,643,23172
Maharashtra,154,8425
Maharashtra,415,203
Maharashtra,190,29924
Maharashtra,323,9905
Maharashtra,705,5247
Maharashtra,368,3462
Maharashtra,658,3266
Maharashtra,275,3395
Maharashtra,304,28519
Maharashtra,281,21693
Maharashtra,711,3411
Maharashtra,1037,13797
Maharashtra,315,267
Maharashtra,465,22489
Maharashtra,22,8361
Maharashtra,846,26149
Maharashtra,892,0
Maharashtra,605,11633
Maharashtra,615,5997
Maharashtra,392,3262
Maharashtra,790,8376
Maharashtra,281,0
Maharashtra,826,9490
Maharashtra,358,4498
Maharashtra,561,26713
Maharashtra,594,8798
Maharashtra,17,8394
Maharashtra,347,3636
Maharashtra,458,0
Maharashtra,525,0
Maharashtra,476,3911
Maharashtra,72,6179
Maharashtra,334,0
Maharashtra,410,25292
Maharashtra,553,9204
Odisha,744,28268
Odisha,58,4246
Odisha,442,9074
Odisha,574,20520
Odisha,631,14232
Odisha,241,24456
Odisha,226,17040
Odisha,419,693
Odisha,368,5598
Odisha,1128,10808
Odisha,543,29010
Odisha,649,7080
Odisha,421,14205
Odisha,764,1534
Odisha,418,21504
Odisha,622,10237
Odisha,720,3834
Odisha,484,9778
Odisha,688,37303
Odisha,400,13437
Odisha,499,11830
Odisha,65,37677
Odisha,583,1856
Odisha,725,10410
Odisha,792,7008
Odisha,1419,23368
Odisha,342,20297
Odisha,523,5268
Odisha,224,7589
Odisha,508,13618
Odisha,992,10870
Odisha,735,29376
Odisha,519,10129
Odisha,239,27030
Odisha,436,8793
Odisha,180,15375
Odisha,155,2975
Odisha,522,13363
Odisha,534,31887
Odisha,1089,483
Odisha,198,6527
Odisha,589,18482
Odisha,280,14313
Odisha,726,13077
Odisha,408,8036
Odisha,475,2687
Odisha,503,8898
Odisha,532,15458
Odisha,256,0
Odisha,327,12830
Odisha,576,20979
Odisha,814,19689
Odisha,739,12756
Odisha,674,7172
Odisha,538,6003
Odisha,587,0
Odisha,744,21398
Odisha,319,820
Odisha,406,3289
Odisha,876,9215
Odisha,293,11275
Odisha,617,16052
Punjab,726,41786
Punjab,783,5596
Punjab,196,8939
Punjab,255,16726
Punjab,693,25251
Punjab,252,16592
Punjab,464,29300
Punjab,451,2096
Punjab,353,9759
Punjab,105,16333
Punjab,561,22610
Punjab,295,16042
Punjab,283,11514
Punjab,571,9034
Punjab,795,1690
Punjab,806,8969
Punjab,650,11580
Punjab,644,3126
Punjab,453,24696
Punjab,816,26401
Punjab,586,12952
Punjab,625,987
Punjab,736,6282
Punjab,842,32764
Punjab,764,17660
Punjab,440,14498
Punjab,474,810
Punjab,970,5153
Punjab,195,13280
Punjab,586,9917
Punjab,14,8304
Punjab,829,11133
Punjab,232,7220
Punjab,495,19097
Punjab,503,13341
Punjab,656,41873
Punjab,1062,25664
Punjab,418,1714
Punjab,601,2552
Punjab,1034,38211
Punjab,712,5910
Punjab,855,25648
Punjab,1024,29418
Punjab,79,13988
Punjab,449,10041
Punjab,382,13366
Punjab,871,18130
Punjab,322,12394
Punjab,657,14362
Punjab,552,3209
Punjab,365,9546
Rajasthan,757,15876
Rajasthan,25,7912
Rajasthan,405,0
Rajasthan,533,17104
Rajasthan,201,20169
Rajasthan,553,2636
Rajasthan,161,11366
Rajasthan,368,6205
Rajasthan,758,14853
Rajasthan,279,2272
Rajasthan,521,20688
Rajasthan,169,6628
Rajasthan,437,14021
Rajasthan,272,22871
Rajasthan,561,6791
Rajasthan,593,0
Rajasthan,615,0
Rajasthan,676,10059
Rajasthan,564,0
Rajasthan,45,0
Rajasthan,610,3569
Rajasthan,764,13490
Rajasthan,27,37345
Rajasthan,290,15554
Rajasthan,1177,16064
Rajasthan,18,11275
Rajasthan,340,0
Rajasthan,457,29434
Rajasthan,526,9380
Rajasthan,244,6305
Rajasthan,632,19762
Rajasthan,206,5927
Rajasthan,663,8517
Rajasthan,28,38766
Rajasthan,460,9852
Rajasthan,214,27071
Rajasthan,101,14471
Rajasthan,1151,28212
Rajasthan,958,13334
Tamil Nadu,149,0
Tamil Nadu,896,19468
Tamil Nadu,449,6220
Tamil Nadu,780,1663
Tamil Nadu,238,8186
Tamil Nadu,98,7156
Tamil Nadu,387,1025
